55058058484	2012-08-21	08	529
22295019354	2012-08-21	11	235
22295026780	2012-08-21	06	95
22295018170	2012-08-21	01	233
22295030686	2012-08-21	09	1628
55058006730	2012-08-21	16	146
22295026670	2012-08-21	16	178
22295014919	2012-08-21	13	186
55058006740	2012-08-21	15	360
22295010208	2012-08-21	11	572
22295018907	2012-08-21	15	53
55058050682	2012-08-21	19	28
22295024847	2012-08-21	20	188
22295038488	2012-08-21	11	1100
55058006690	2012-08-21	15	190
22295016840	2012-08-21	03	236
22295026830	2012-08-21	21	337
22295026670	2012-08-21	23	29
55058044727	2012-08-21	09	117
22295026760	2012-08-21	09	340
22295026780	2012-08-21	04	91
22295030686	2012-08-21	07	2404
55058009933	2012-08-21	22	244
22295038488	2012-08-21	13	1830
22295016800	2012-08-21	09	5
55058058484	2012-08-21	09	136
22295019354	2012-08-21	10	112
22295026690	2012-08-21	11	22
55058006730	2012-08-21	17	39
22295018907	2012-08-21	17	420
22295010208	2012-08-21	13	761
22295026700	2012-08-21	08	83
22295026680	2012-08-21	00	322
22295016840	2012-08-21	02	360
55058006680	2012-08-21	09	52
22295016760	2012-08-21	13	60
55058006690	2012-08-21	14	213
55058006660	2012-08-21	15	59
22295024887	2012-08-22	00	202
22295020604	2012-08-21	17	9
22295030686	2012-08-21	06	1687
22295038484	2012-08-21	18	3627
55058058484	2012-08-21	22	272
55058009933	2012-08-21	20	89
22295024847	2012-08-21	05	38
55058006740	2012-08-21	04	126
22295019354	2012-08-21	12	54
22295026760	2012-08-21	08	1308
22295016670	2012-08-21	18	30
22295024847	2012-08-21	21	282
22295026680	2012-08-21	06	360
22295016740	2012-08-22	00	36
22295014919	2012-08-21	14	262
55058000011	2012-08-21	05	38
55058044727	2012-08-21	18	130
22295016740	2012-08-21	13	7
22295028903	2012-08-22	00	8
55058054727	2012-08-21	09	250
22295026780	2012-08-21	05	149
22295030686	2012-08-21	04	730
55058006680	2012-08-21	08	54
55058006740	2012-08-21	05	303
22295020604	2012-08-21	16	31
22295010208	2012-08-21	12	817
55058006730	2012-08-21	01	273
22295018907	2012-08-21	16	181
22295039835	2012-08-21	22	21
22295026700	2012-08-21	09	138
22295038484	2012-08-21	19	6172
22295026690	2012-08-21	10	59
55058058484	2012-08-21	23	414
22295038488	2012-08-21	12	1196
22295026680	2012-08-21	07	360
22295024847	2012-08-21	12	474
22295038488	2012-08-21	14	1568
55058044727	2012-08-21	19	78
55058058484	2012-08-21	21	422
55058009933	2012-08-21	21	414
55058006740	2012-08-21	07	310
55058040407	2012-08-21	11	706
22295024847	2012-08-21	06	467
22295016820	2012-08-21	13	93
22295019354	2012-08-21	13	89
22295016740	2012-08-21	12	270
22295036780	2012-08-21	16	320
22295016840	2012-08-21	01	321
22295039835	2012-08-21	23	57
22295026680	2012-08-21	05	360
55058054727	2012-08-21	08	329
22295018170	2012-08-21	12	130
22295016700	2012-08-21	08	93
22295030686	2012-08-21	05	964
22295026700	2012-08-21	20	92
22295026730	2012-08-21	18	45
22295024847	2012-08-21	13	1085
55058006730	2012-08-21	02	89
55058040407	2012-08-21	10	538
22295039835	2012-08-21	21	361
22295026780	2012-08-21	18	31
55058000011	2012-08-21	08	129
22295038488	2012-08-21	15	1877
22295016680	2012-08-22	00	35
55058058484	2012-08-21	18	914
22295019835	2012-08-21	19	172
22295026700	2012-08-21	22	39
22295030686	2012-08-21	03	743
22295028903	2012-08-21	18	197
22295024847	2012-08-21	11	548
22295016750	2012-08-21	11	16
55058058484	2012-08-21	20	670
55058006740	2012-08-21	06	197
22295026810	2012-08-21	19	61
55058040407	2012-08-21	12	360
22295024847	2012-08-21	07	476
22295016700	2012-08-21	09	23
55058006670	2012-08-21	14	40
22295018170	2012-08-21	13	419
22295038488	2012-08-21	17	3254
22295026730	2012-08-21	09	107
22295010011	2012-08-21	03	268
22295036780	2012-08-21	17	223
22295024919	2012-08-21	12	3154
22295026780	2012-08-21	19	87
22295026680	2012-08-21	04	360
55058059933	2012-08-21	05	47
22295016740	2012-08-21	22	356
55058048452	2012-08-21	18	155
22295030686	2012-08-21	02	1077
22295020604	2012-08-21	13	76
22295019835	2012-08-21	18	270
22295019845	2012-08-21	18	309
22295016660	2012-08-21	10	18
22295016750	2012-08-21	13	370
22295039835	2012-08-21	20	150
22295018934	2012-08-21	12	926
55058059933	2012-08-21	07	80
55058058484	2012-08-21	19	490
22295036780	2012-08-21	11	153
22295020011	2012-08-21	12	63
22295028903	2012-08-21	07	547
22295024919	2012-08-21	13	1218
22295016740	2012-08-21	17	155
22295024847	2012-08-21	10	712
22295010011	2012-08-21	02	95
55058006690	2012-08-22	00	64
22295030686	2012-08-21	00	1303
22295026700	2012-08-21	23	128
55058000682	2012-08-21	22	36
55058040407	2012-08-21	13	600
22295026800	2012-08-21	01	42
22295020011	2012-08-21	10	49
22295016740	2012-08-21	23	226
22295038488	2012-08-21	16	2496
22295020604	2012-08-21	12	148
55058050682	2012-08-21	22	490
22295019845	2012-08-21	19	114
22295026730	2012-08-21	08	337
22295026660	2012-08-21	00	404
22295016810	2012-08-21	05	65
22295010011	2012-08-21	00	806
55058000682	2012-08-21	20	181
22295018934	2012-08-21	13	687
22295016680	2012-08-21	23	689
22295024847	2012-08-21	16	1096
22295016690	2012-08-21	00	154
22295024919	2012-08-21	11	2611
55058048452	2012-08-21	19	110
22295023008	2012-08-21	21	4147
22295016740	2012-08-21	16	103
55058040407	2012-08-21	15	73
22295016660	2012-08-21	13	51
22295016740	2012-08-21	08	223
22295016800	2012-08-21	00	55
22295016740	2012-08-21	21	382
22295018170	2012-08-21	10	111
22295018934	2012-08-21	11	719
22295036780	2012-08-21	12	240
22295020604	2012-08-21	22	61
22295038488	2012-08-21	08	2180
22295016720	2012-08-21	04	94
55058050682	2012-08-21	23	559
22295018170	2012-08-21	09	465
22295026660	2012-08-21	01	264
22295016750	2012-08-21	14	186
55058006660	2012-08-21	00	154
22295026730	2012-08-21	14	121
22295018170	2012-08-21	16	157
22295030686	2012-08-21	01	1027
22295016790	2012-08-21	21	60
55058058484	2012-08-21	00	60
22295028903	2012-08-21	06	166
22295016680	2012-08-21	22	297
22295024847	2012-08-21	17	592
22295016670	2012-08-21	13	370
22295026730	2012-08-21	07	47
55058050682	2012-08-21	21	152
22295019845	2012-08-21	23	172
55058040407	2012-08-21	14	428
22295020604	2012-08-22	00	58
22295023008	2012-08-21	20	3896
22295026690	2012-08-21	01	69
22295026730	2012-08-21	16	90
55058000367	2012-08-21	10	99
22295024919	2012-08-21	10	1201
55058000682	2012-08-21	21	132
22295016680	2012-08-21	20	98
22295024847	2012-08-21	15	335
22295010011	2012-08-21	01	361
22295020604	2012-08-21	23	137
22295026660	2012-08-21	03	319
22295034639	2012-08-21	09	114
22295039835	2012-08-21	08	344
22295016660	2012-08-21	03	125
22295026730	2012-08-21	05	176
22295018170	2012-08-21	08	188
22295020011	2012-08-21	17	220
22295016800	2012-08-21	01	80
22295016750	2012-08-21	15	112
22295026690	2012-08-21	19	63
22295026800	2012-08-21	02	70
22295016740	2012-08-21	20	21
22295018170	2012-08-21	17	118
55058058484	2012-08-21	01	489
22295023008	2012-08-21	22	4804
22295026790	2012-08-21	13	59
22295016760	2012-08-21	09	15
22295036780	2012-08-21	13	203
22295010011	2012-08-21	07	125
22295016670	2012-08-21	12	219
55058044727	2012-08-21	07	145
22295038488	2012-08-21	09	906
22295018934	2012-08-21	10	411
22295014919	2012-08-21	09	400
55058006660	2012-08-21	01	151
22295016750	2012-08-21	17	499
22295016660	2012-08-21	14	195
55058000367	2012-08-21	11	110
55058058484	2012-08-21	03	193
22295026840	2012-08-21	13	7
22295016670	2012-08-21	10	211
22295018934	2012-08-21	16	330
22295039835	2012-08-21	09	513
22295034639	2012-08-21	08	107
55058050682	2012-08-21	20	272
22295016660	2012-08-21	02	68
22295020011	2012-08-21	00	87
22295020011	2012-08-21	16	77
22295026810	2012-08-21	21	325
22295016840	2012-08-21	08	239
22295026760	2012-08-21	16	731
22295016680	2012-08-21	21	78
22295024847	2012-08-21	14	193
55058044727	2012-08-21	10	122
22295010011	2012-08-21	06	307
22295026770	2012-08-21	11	63
22295026660	2012-08-21	02	425
22295026690	2012-08-21	02	20
22295026730	2012-08-21	17	45
55058000367	2012-08-21	13	213
22295036780	2012-08-21	21	249
55058040407	2012-08-21	09	204
22295010604	2012-08-21	09	93
55058058484	2012-08-21	13	937
22295023008	2012-08-21	23	6077
22295016660	2012-08-21	00	249
55058040407	2012-08-21	17	39
22295010011	2012-08-21	04	120
22295026760	2012-08-21	17	1279
22295026730	2012-08-21	11	143
22295026840	2012-08-21	12	76
22295020011	2012-08-21	01	61
22295036780	2012-08-21	23	488
22295018934	2012-08-21	17	294
22295026810	2012-08-21	20	30
22295026660	2012-08-21	04	285
22295016760	2012-08-21	08	296
22295018170	2012-08-21	14	209
55058006680	2012-08-21	23	78
55058058484	2012-08-21	02	298
55058044727	2012-08-21	11	66
22295026830	2012-08-21	16	377
22295014919	2012-08-21	08	10
22295026820	2012-08-21	23	32
22295016760	2012-08-21	06	95
22295018934	2012-08-21	15	407
22295026810	2012-08-21	22	367
22295020604	2012-08-21	04	360
22295026760	2012-08-21	15	457
22295016670	2012-08-21	11	301
22295038488	2012-08-22	00	128
55058058484	2012-08-21	12	647
22295026660	2012-08-21	05	226
55058044727	2012-08-21	13	79
22295026770	2012-08-21	12	262
22295026730	2012-08-21	10	161
22295016750	2012-08-21	18	51
55041009589	2012-08-21	12	41
55058000367	2012-08-21	12	133
22295039835	2012-08-21	18	69
22295016670	2012-08-21	17	375
55058006680	2012-08-21	22	360
22295024919	2012-08-21	09	1452
55058058484	2012-08-21	10	497
55058000682	2012-08-21	01	30
22295016660	2012-08-21	01	98
55058040407	2012-08-21	08	1
22295026830	2012-08-21	17	16
55058000367	2012-08-21	14	194
22295036780	2012-08-21	22	434
22295016760	2012-08-21	07	210
22295019835	2012-08-21	11	529
22295026790	2012-08-21	11	115
22295026660	2012-08-21	07	329
22295020604	2012-08-21	05	360
22295024919	2012-08-21	14	682
22295016730	2012-08-21	05	178
22295010011	2012-08-21	05	86
22295026720	2012-08-21	08	29
22295016660	2012-08-21	07	364
22295019835	2012-08-21	20	31
22295026830	2012-08-21	15	9
22295034639	2012-08-21	05	424
22295026820	2012-08-21	22	143
22295016660	2012-08-21	16	109
55058050682	2012-08-22	00	101
55058006680	2012-08-21	20	101
22295016760	2012-08-21	05	94
22295018934	2012-08-21	14	453
22295026780	2012-08-21	11	22
22295026810	2012-08-21	23	311
22295020604	2012-08-21	07	341
22295016670	2012-08-21	16	338
22295024919	2012-08-21	08	16
22295026760	2012-08-21	14	179
22295039845	2012-08-21	22	148
55058000682	2012-08-21	00	105
22295026770	2012-08-21	13	589
22295016680	2012-08-21	08	126
55058000367	2012-08-21	21	408
22295026790	2012-08-22	00	35
22295016660	2012-08-21	18	118
55058058484	2012-08-21	07	318
55058000367	2012-08-21	15	48
22295039835	2012-08-21	19	71
22295019356	2012-08-22	00	174
22295019835	2012-08-21	10	295
22295019845	2012-08-21	10	322
22295018170	2012-08-21	19	341
22295039845	2012-08-21	07	99
55058006740	2012-08-22	00	64
22295026760	2012-08-21	12	429
22295039845	2012-08-21	20	319
55058058484	2012-08-21	11	348
22295038488	2012-08-21	03	900
22295018907	2012-08-21	08	575
22295016660	2012-08-21	06	42
22295019835	2012-08-21	21	120
22295026780	2012-08-21	13	95
22295034639	2012-08-21	04	447
22295026840	2012-08-21	17	16
22295016670	2012-08-21	14	264
55058000367	2012-08-21	17	347
22295026790	2012-08-21	23	147
22295019835	2012-08-21	12	550
22295026770	2012-08-21	15	269
22295026660	2012-08-21	06	173
22295019354	2012-08-21	21	155
55058044727	2012-08-21	14	118
22295026790	2012-08-21	16	169
22295016730	2012-08-21	06	29
22295026730	2012-08-21	13	185
22295018907	2012-08-21	21	126
22295016660	2012-08-21	04	67
55058006680	2012-08-21	21	36
22295019845	2012-08-21	11	723
22295019835	2012-08-21	23	70
22295034639	2012-08-21	06	478
55058000367	2012-08-21	20	144
22295016660	2012-08-21	19	98
55058058484	2012-08-21	17	789
22295026730	2012-08-21	00	88
22295024887	2012-08-21	23	2471
22295019835	2012-08-21	09	406
22295020604	2012-08-21	06	360
22295026840	2012-08-21	16	79
22295023008	2012-08-21	10	968
22295026760	2012-08-21	13	454
22295020011	2012-08-21	22	402
22295026710	2012-08-21	08	70
22295038488	2012-08-21	02	566
55058000682	2012-08-21	19	94
22295026660	2012-08-21	08	286
22295016760	2012-08-21	04	52
22295019354	2012-08-21	23	51
22295026790	2012-08-21	21	126
55058000367	2012-08-21	22	32
22295039845	2012-08-21	00	49
22295015770	2012-08-21	18	1943
55058044727	2012-08-21	15	52
22295026830	2012-08-21	12	264
22295010604	2012-08-21	15	209
22295024887	2012-08-21	22	2128
22295038488	2012-08-21	00	909
22295018907	2012-08-21	09	154
22295018907	2012-08-21	20	134
22295026680	2012-08-21	19	139
22295020604	2012-08-21	00	456
22295026780	2012-08-21	12	159
22295016670	2012-08-21	15	298
22295026760	2012-08-21	11	1051
55058058484	2012-08-21	16	299
22295018934	2012-08-21	19	52
22295039845	2012-08-21	21	365
22295020011	2012-08-21	07	85
22295019835	2012-08-21	13	211
22295026770	2012-08-21	16	344
55058044727	2012-08-21	17	184
22295023008	2012-08-21	11	1307
22295010604	2012-08-21	17	215
22295016730	2012-08-21	07	135
22295020011	2012-08-21	23	384
55058000367	2012-08-21	16	177
22295026660	2012-08-21	09	443
22295034639	2012-08-21	07	464
55058058484	2012-08-21	14	1222
22295016670	2012-08-21	08	447
22295024887	2012-08-21	20	2084
55058000682	2012-08-21	05	23
22295018907	2012-08-21	22	246
22295016660	2012-08-21	05	101
22295019835	2012-08-21	22	96
22295026830	2012-08-21	13	145
22295020011	2012-08-21	21	360
55058009933	2012-08-21	00	180
22295019835	2012-08-21	15	462
22295016760	2012-08-21	03	106
22295028903	2012-08-21	08	237
55058000367	2012-08-21	18	289
22295026790	2012-08-21	15	74
22295020604	2012-08-21	01	360
22295016680	2012-08-21	05	89
22295034639	2012-08-21	19	257
22295019835	2012-08-21	08	288
22295023008	2012-08-21	13	2820
22295026690	2012-08-22	00	58
22295015770	2012-08-21	19	1918
22295023987	2012-08-21	16	1328
22295019845	2012-08-21	12	121
22295020194	2012-08-21	08	1503
22295039835	2012-08-21	00	173
22295030682	2012-08-21	18	1850
22295026720	2012-08-21	16	13
22295034639	2012-08-21	01	389
22295020604	2012-08-21	03	360
22295026780	2012-08-21	15	93
22295020194	2012-08-21	18	1587
22295026760	2012-08-21	10	570
22295016670	2012-08-21	09	143
22295024887	2012-08-21	16	1017
22295016760	2012-08-21	01	189
22295038488	2012-08-21	01	1373
22295015770	2012-08-21	17	1390
22295019845	2012-08-21	14	164
22295010604	2012-08-21	16	376
22295019835	2012-08-21	14	355
22295026710	2012-08-21	13	129
22295039845	2012-08-21	16	244
22295016700	2012-08-21	16	141
55058000367	2012-08-21	19	278
22295034639	2012-08-21	23	102
22295028903	2012-08-21	09	142
55058006750	2012-08-21	11	197
22295026770	2012-08-21	17	442
55058054727	2012-08-21	15	245
55058058484	2012-08-21	15	1088
22295024887	2012-08-21	21	1559
22295038488	2012-08-21	07	1351
22295018907	2012-08-21	23	189
22295023987	2012-08-21	17	760
22295020194	2012-08-21	09	1139
22295034639	2012-08-21	00	281
22295030682	2012-08-21	19	3356
22295039835	2012-08-21	01	270
22295016700	2012-08-21	14	201
22295024887	2012-08-21	17	508
22295019835	2012-08-21	16	499
22295016680	2012-08-21	06	50
22295026840	2012-08-21	06	61
55058006750	2012-08-21	13	43
22295034639	2012-08-21	18	266
22295023008	2012-08-22	00	728
22295023008	2012-08-21	12	1541
22295039835	2012-08-21	13	333
22295016830	2012-08-22	00	35
22295026690	2012-08-21	23	11
22295020011	2012-08-21	20	325
22295015770	2012-08-21	22	320
22295023987	2012-08-21	15	1846
22295015770	2012-08-21	16	505
22295026830	2012-08-21	10	100
22295019845	2012-08-21	15	7
22295026710	2012-08-21	12	32
22295038488	2012-08-21	21	1422
22295034639	2012-08-21	02	399
22295039845	2012-08-21	17	343
22295026720	2012-08-21	15	63
22295034639	2012-08-21	22	131
22295019356	2012-08-21	18	935
22295016660	2012-08-21	08	24
22295020194	2012-08-21	19	843
55058054727	2012-08-21	14	320
22295023008	2012-08-21	14	2185
22295034639	2012-08-21	16	385
22295024887	2012-08-21	15	597
22295016760	2012-08-21	00	513
22295038488	2012-08-21	06	802
22295020604	2012-08-21	02	360
22295026690	2012-08-21	22	27
22295039845	2012-08-21	15	470
22295026800	2012-08-21	16	211
22295034639	2012-08-21	20	437
22295036780	2012-08-22	00	58
22295026840	2012-08-21	21	100
22295019845	2012-08-21	17	113
22295015770	2012-08-21	14	176
22295039835	2012-08-21	12	207
22295010604	2012-08-21	11	49
22295030682	2012-08-21	21	2194
22295015770	2012-08-21	23	132
22295028903	2012-08-21	22	290
22295038488	2012-08-21	04	396
22295026840	2012-08-21	18	51
22295038488	2012-08-21	20	3706
55058054727	2012-08-21	16	132
22295020194	2012-08-21	22	1528
55058006750	2012-08-21	12	141
22295016680	2012-08-21	07	194
22295010604	2012-08-21	13	302
22295026750	2012-08-21	17	148
22295023008	2012-08-21	15	2537
22295039835	2012-08-21	10	445
22295026720	2012-08-21	01	111
22295026690	2012-08-21	20	47
22295016700	2012-08-21	15	296
22295034639	2012-08-21	17	340
55058009933	2012-08-21	16	193
22295019835	2012-08-21	17	180
22295038488	2012-08-21	22	1309
22295034639	2012-08-21	03	360
22295016740	2012-08-21	05	219
22295026670	2012-08-21	08	52
22295023987	2012-08-21	14	1814
22295019356	2012-08-21	19	1393
22295015770	2012-08-21	21	469
22295024887	2012-08-21	05	808
22295030682	2012-08-22	00	496
22295016660	2012-08-21	09	82
22295023008	2012-08-21	17	3521
22295016700	2012-08-21	13	178
22295030682	2012-08-21	20	3765
22295026750	2012-08-21	22	180
22295016720	2012-08-21	20	55
22295034639	2012-08-21	15	356
22295036780	2012-08-21	08	243
22295028903	2012-08-21	23	231
22295024887	2012-08-21	14	855
22295016680	2012-08-21	01	220
22295034919	2012-08-21	14	299
22295019356	2012-08-21	17	1271
55058009933	2012-08-21	17	329
22295034639	2012-08-21	21	631
22295020194	2012-08-21	23	1219
22295019845	2012-08-21	16	279
22295026840	2012-08-21	20	54
22295026750	2012-08-21	16	185
22295023987	2012-08-21	12	979
22295015770	2012-08-21	15	376
22295026790	2012-08-21	07	58
22295026720	2012-08-21	00	85
22295016740	2012-08-21	07	35
22295039845	2012-08-21	14	229
22295024887	2012-08-21	12	110
22295026750	2012-08-21	07	419
22295038488	2012-08-21	05	210
22295024887	2012-08-21	04	818
22295028903	2012-08-21	21	336
22295016660	2012-08-21	21	261
55058054727	2012-08-21	17	192
22295036780	2012-08-21	06	220
22295030682	2012-08-21	22	3755
22295026750	2012-08-21	14	89
22295039835	2012-08-21	11	619
22295016700	2012-08-21	12	129
22295026690	2012-08-21	21	5
22295026750	2012-08-21	23	225
22295039845	2012-08-21	12	95
22295016710	2012-08-21	08	897
22295026800	2012-08-21	15	218
22295016720	2012-08-21	21	60
55058009933	2012-08-21	15	43
22295034919	2012-08-21	09	252
22295015770	2012-08-21	13	871
22295020194	2012-08-21	21	1586
22295016680	2012-08-21	00	384
22295016690	2012-08-21	12	38
22295038488	2012-08-21	23	1778
22295036760	2012-08-21	08	78
22295026670	2012-08-21	09	135
22295019356	2012-08-21	16	1095
22295024887	2012-08-21	06	1416
22295015770	2012-08-21	20	2133
22295018907	2012-08-21	00	243
